,class,tweet
810,0,good enough fag
811,0,hate hoes
812,0,hate the ghetto trash the special school across the street from building all them will grow criminals
813,0,here how your suggestion plays out racist those niggers stopped callin each other nigga the end
814,0,nigger day honor nigger traditions not working
815,0,damn his nigger music waking the whole school the morning
816,0,advice the day your tranny fuck your self
817,0,back faggot
818,0,made you lunch you fat faggot
819,0,soft shit are you handicapped retarded
820,0,your and high school you dont have your own house you fucking faggot
821,0,really get upset when lightskin friends have another cute dark skin sidekick like supposed the only cute darkie hang wit
822,0,stfu hoe proud african american proud african american proud white racist
823,0,die car accident then faggot
824,0,and definitely top makin beats the city but niggers love your trap beats probably not admit that
825,0,lmao soft ass nigga trying act all tough you little bitch sit down and watch from the sidelines pussy
826,0,southwest airlines like driving mini van with your white trash cousins who love huff paint thinner before before working
827,0,the rejects who constantly call house and are threatening rape mom karma bitch rot hell faggots
828,0,that band white trash and only white trash would buy that album
829,0,you can always gets colored folk back cage wit kfc
830,0,mom not dramatic just have fucking mental problems and youre bitch and cunt
831,0,well gahdamn wooooow good job mommy cutest thing blue ivy ever done she still ugly nigger baby
832,0,brandon phelps hoe ass nigga and wen see him ama smack him like lil bitch
833,0,any bitch who need crowd fight clearly easily influenced weak minded most likely will commit suicide
834,0,they slut for they kill for they steal for and course will cash and will murder that bitch send the body back ass
835,0,you understand you look like real life dyke right like you look like wnba dyke bro spos bra bball shos wearing dyke
836,0,nigger
837,0,roman catholics the are trash they give catholics europe bad name
838,0,hear bill likes trailer trash like you
839,0,you girl guy you mom you dad butch dyke
840,0,not fuck with these hoes not fuck with niggas that fuckin these hoes
841,0,you not owe shit ion trust niccas
842,0,only there was medal for that hate fags but not kill them medal thank for the privilege let fags live
843,0,really hate attention seeking hoes hope they all die
844,0,dont tell what fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
845,0,nah she said you fag
846,0,this white bitch tried set for racial war lol bitch impossible smaer then you
847,0,jus wanted let know hope the hurricane kills your soca sunday trash lordwillin
848,0,anybody who trashes their own neighborhood after perceived injustice fucking moron ferguson
849,0,apaches rounds turn jihadis into tomato soup
850,0,trayvonmain referred zimmerman creepy ass cracker racist thug
851,0,bro everybody then fuck your favorite color mango red you are you charge your phone all the way smh
852,0,you are not safe pussy boy looooool
853,0,bitches fallin inlove niggass then get new bitch they try get new nigga try forget about the
854,0,chase you god damn faggot
855,0,this nigger tattoo show horrible
856,0,the end the day they call dumb ass monkey hoe but luv them white devils
857,0,bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one fucking hate you know you proud but shit
858,0,the favorite drink white trash everywhere
859,0,naw dude wish they are white trash
860,0,niggas sleepin with bitches grandmas lmfao maury fake
861,0,fucking james tried tell jawga boys sucked went ape shit dude
862,0,was not serious bitch bitch them niggas named not fuccing witcho ass all just making shit
863,0,literally eat asshole for living that what actually faggot you seem little confused
864,0,the thing about working with black people these bitches never fucking time then wan complain about sho check bitch now
865,0,for all know this nigga rapist hoes dumb melts
866,0,got dyke wit child whse mgr and she jus hired another girlboy dis week
867,0,eat shit nigga bitch turd bag dick beetle
868,0,geez think nohkorea may right barackobama monkey surely acts like one
869,0,furrybah paypay voice the hoes are for everybody nigga
870,0,hell they should make more malt liquor ads like this dis heaven colored man
871,0,would fuck dog before fuck you fish pussy
872,0,omg you not say face stupid ass hoes talkin shit imma whoop her ass over dramatic teenage girls
873,0,lot uncle tom ass niggas out here
874,0,lmao dude you are probably the biggest fag nebraska
875,0,stop oppressing have you heard free speech stop shoving your lifestyle down throat amendment tcot teabaggers
876,0,true miss yall man yall are brothers mikey staing and what about the chink lmfao
877,0,lynch mob thugs threaten zimmerman jury ggas coming for that bitch ass jury the hatred not stop flowing
878,0,all these rednecks and none them can keep the fire lit
879,0,kill whitey
880,0,have been knowing fag
881,0,yeah you right and you know them mexicans bringing all they family that hoe finna packed
882,0,bye youre queer
883,0,fucking white trash
884,0,iont see how some you niggas fags
885,0,woohoo new black kill cracker babies panthers the rescue racist trash thugs ferguson fergusonriot
886,0,think okay take propey and break fuck you bitch
887,0,not forget nappy headed butt ugly bitch who married muslim
888,0,yea alright redneck white trash stupid niggers hollering out their car going down the road trying hit fuck
889,0,these people are fags
890,0,people who play roleplayinggames are human filth and not deserve the same respect you would give mosquito they are soulless gutter trash
891,0,that not bias objective fact that philly fans are cunts
892,0,roid rage much faggot
893,0,tony think rude little cunt and too too young even know what real rock and rol
894,0,not nuttin but white trash pay
895,0,some black guy school asked there were colored printers the library man you can use any printer you
896,0,which one these names more offensive kike wop kraut wetback jigaboo towelhead gook redskin
897,0,fuck those faggots
898,0,you can good girl all you want and those hoes still gon get niggas attention from time time
899,0,holder justice depament isn interested the facts ferguson these race hustling bitches are disgraceful
900,0,fuck you fuck you you stupid cheating bitch lick dick and die stupid nigger bitch
901,0,this like retarded clan
902,0,fag
903,0,that one friend who you greet with niggers
904,0,you are right around nig
905,0,bitch ugly then hoe
906,0,your swags off fag sauce
907,0,shut your nigger ass lamar
908,0,when pussy nigga socks you and does not knock you out
909,0,can you speak one coherent sentence without sounding like nig seriously
910,0,you know what you did you faggot there are literally thousands people that have you their radar homo
911,0,got love when the islamofascist cow tries make reto about age typical muzzie idiocy
912,0,you gots bet and msnbc wit dat colored reverend who only listen coloreds what else missing
913,0,here let say more clearly since your retarded ass not understand
914,0,love cripples look all these fucking cripples goddamit people person
915,0,these new nigga hipster hypebeasts love all these faggot ass bright colors and nike keeps giving them what they want smh
916,0,you are faggot
917,0,its wrong try change faggots there therapy tcot should understand and sympathize like they are retards
918,0,terms like honkey cracker peckerwood and stereotypes white people fucking their kids and sisters not racist sweet
919,0,fuck that hoe thats exactly what dese hoes doin gettin fucked yall niggas the one blame
920,0,lmfao bed whitey
921,0,uncle tom hypocrite
922,0,decided drive the good walma where the colored folks not food here
923,0,agree fellow cracker
924,0,okay let fight you ginger faggot
925,0,neveraskablackperson her hair hers she will hit you with bitch bought mine
926,0,fully suppo marriage but will never stop calling friends faggots
927,0,guy complains gays are response and look you complaining like little pussy waahh waahh hypocrite
928,0,screw the ragheads
929,0,dumb bitch
930,0,damn hoe you ugly even hello kitty said goodbye
931,0,fat ass inbred rednecks like paula deen are breed that are going extinct mean look that woman would hate her scale
932,0,are out here and are queer hut like our butt
933,0,get these trash ass niggas outta stadium
934,0,why people think gay marriage okay beyond sorry not want future son seeing fags walking down the street holding hands
935,0,reasonswecantbetogether was talkin nig smashed homies
936,0,smh hate that hoe
937,0,every spic cop losangeles loyal the latinkings
938,0,dtla trash because are allowed live there
939,0,least not nigger lmfao
940,0,you football nigga kiss isis wifebeater faggots see you shout out the radical islamnation
941,0,cowboys win games during the regular season but when they get the playoffs that trash lol hating ass nigga
942,0,when niggas ask where the hoes
943,0,flow temple today nuttin and dat jew wit the funky hair tell subhuman tell not human den monkey
944,0,just want punch you the throat when you get order wrong stupid bitch sonic
945,0,they are working bill prevent retards from voting who knew retards could vote things are staing make sense now
946,0,bumped into bitch that filed for sexual harassment work against aint been shook life
947,0,hate fags the answer yes
948,0,not like talking you faggot and did but nicely way fag
949,0,already tired and stupid decides show video trigonometric notions yeah just wanted say you are hoe
950,0,fuckin muzzie cunts should all depoed savages
951,0,citizen said for you maria you spic
952,0,pass the fosters faggot
953,0,alla niggas hot boys not bring ice this bitch
954,0,really just want kill some towel head terrorists already can high school over now please
955,0,legit retard
956,0,you not gunna shit spear chucker
957,0,fuck you spear chucker
958,0,lol youuuuu got niggas but not got bitches
959,0,hate hoe ass people
960,0,fag
961,0,iowa full white trash
962,0,upenn cus all the black chicks here are trash but they are gon paid
963,0,this kid looks like retard when tries hiding his phone obvious
964,0,chill ever become president imma ban henny from america for day just see you negroes panic gotcha bitch
965,0,this dyke chick cut hair the barbershop look just like future
966,0,guys not supposed get their ass sucked queer
967,0,white kids favorite activities calling people niggers xbox their pet shooting their school
968,0,hate taking shit public places feel like faggot when placing the toilet paper the toilet seat
969,0,whoever had ramlogan for uwi business law tho racist mudda cunt
970,0,kill yourself ugly ass monkey looking shit
971,0,not weird you are just faggot
972,0,time mock halftime america how wake america have radical leftists running the country
973,0,alright faggots lets just stop with all the and one gives fuck what you think other people probably lying anyways
974,0,wonder that latino strategy working goper doubles down wetbacks but backpedals shoot sight
975,0,levels bitch you not fuck her nigga cause she like red bottom you not afford her nigga she got benz you riding honda accord
976,0,neighbors sick when wake all this nigger music ctfu
977,0,smh niggers music knowledge
978,0,agree you fuck yes send those illegal wetbacks home
979,0,kick dem fucc niccas out spot
980,0,queer gaywad
981,0,this girl retarded
982,0,ballsack hairy gtfo tranny prude bitch
983,0,because ian retarded
984,0,people who live thenetherlands are unwashed trash
985,0,everybody tryna fuck the next nigga bitch not knowin that his bitch the next nigga bitch
986,0,this white bitch had the fuckin nerve call nigga when shes the one payin for her lips get bigga
987,0,ayo even kill handicapped and crippled scalp real close and you will see triple sixes
988,0,the rich kids beverly hills trash and not even enteaining trash and why they all look mid thiies
989,0,fuck boi fag
990,0,dumb ugly stupid bullshit ass bitch
991,0,feel sorry for mexican and asian niggas they got the worse shaped bitches eah
992,0,find funny when fags write looking for grindr lol thats fucking dumbass
993,0,you ignorant cement headed hillbilly you said taxing cant you fuckin read you fucking knob gobbling douchebag
994,0,when rains good the mall weather all the coons home
995,0,dont even say nigga say nigger like chuck norris say the nigger word without checking over shoulder
996,0,likes dat name dem sand niggers needs know dare place pecker order
997,0,faggot
998,0,yeah nigger
999,0,youre fag
1000,0,insecure much put all you insults one tweet fucking dumbass dude would wreck you you faggot
1001,0,all beaners were pissed like robe when the jew ref stopped
1002,0,may jump conservative feminist disabled vet bitch wish luck with capital
1003,0,not fuck with bitch niggas only fuck niggas bitches
1004,0,lmao lebron expression says all this nigga fuckin faggot
1005,0,fuk wit real nicca
1006,0,stupid loose pussyed bitch
1007,0,drakes new shoes that will released yes there glitter the shoes dudes fag
1008,0,you are such faggot
1009,0,brother looks queer and ugly
1010,0,fuck her pussy fuck her mouth fuck her ass cause she nasty
1011,0,sav fag
1012,0,here wetback eat this
1013,0,stinks here must then pussy ass niggas talkin shit tomyfacebro test
1014,0,pal threat apostate kufar cld cut neck islam watch squeal like bitch like daniel pearl
1015,0,hate that mom says she trying move out here like bitch the only reason your trying because you not have place live
1016,0,you are pussy without your guns bitch spic your daddy does not even respect the sperm drop your moms stank pussy
1017,0,bdubs packed with beaners
1018,0,noooo too late fuckin faggot lmao
1019,0,somebody please choke that fucking retard that keeps yelling mashed potatoes what tool pgachionship
1020,0,means you are faggot lol
1021,0,faggots
1022,0,too tyler just makes think that they are lil nigger baby hoodrats
1023,0,how the fuck all these fucking faggot ass randos even find zoe ask account
1024,0,haha bitch ima draw webb bullets round fuggin forehead beamthat bitch know where you reside
1025,0,that fucking slutty beaner
1026,0,fucking chinks clash clans always fuck bitch ass kamikaze faggots
1027,0,shut your diy trap you limp knees ashy footed blue balls isolated hamster wheel nipples bitch
1028,0,ugly white bitch
1029,0,stop flattering yourself bitch the only fan you have your ceiling
1030,0,fuckin faggots man science knows these fucks not procreate without the help breeders but treat them fancy sin
1031,0,gave her that move lil nigger push smh
1032,0,fuckkkkk nig tho gon come back
1033,0,bet you think you savage huh fucking faggot
1034,0,all deze hoes got past demons yolo nigga lol hahahahaha
1035,0,someones clearly stinky ass beaner
1036,0,woulda coulda shoulda ass niggas bitch ass nigga what bout ban wagging ass nigga catch your phase
1037,0,purple pink for the faggots who want protected the police instead bearing arms need
1038,0,more queer lady templars that point
1039,0,aight game over dykes had ruin
1040,0,that nigger made the shit out coffee
1041,0,just like when call someone nigger not because they are black about how they act like nigger
1042,0,fuck that nigga shit olivia pussy got fitz going batshit
1043,0,sir please text your mexican bitch because not finna deal witcho childish ass
1044,0,not suppo that idiot and teabagger you are being teabagged openwide
1045,0,typical coon activity
1046,0,niggas are fucking gay and they try cancel out saying nah were bros cool nahhhhhaahahahaha you faggot bruh
1047,0,answer snapchat faggot butthu
1048,0,why profile one armed nigger
1049,0,faggot
1050,0,you are faggot you use the cover your face emoji
1051,0,homo ass crackers
1052,0,stupid teabagger restaurant making customers pay aminimum wage fee
1053,0,lmao why dad raised bitch made nigga
1054,0,dis wrong you fuck wit lame nigga you lame bitch
1055,0,shut nigger
1056,0,going blame the black man since they always blame whitey equal oppounity hater
1057,0,not that bitch just shoot herself sick all those whores
1058,0,are you justin beiber because your fucken gay cunt
1059,0,you trout mouth ass bitch deeeeaaaadd
1060,0,who takes mid from the best midlaner fuckin solo fags
1061,0,what faggots bet thought you would seen the last
1062,0,trash eating trash
1063,0,fredo was bitch ass nigga how niggas fire over shots his pops but did not get off cuz dropped the gun smh
1064,0,bitch kill yoself the bathroom and eat the pills bitch all
1065,0,can please stop talking about how some scumbag faggots mugshot sexy you dumb whores
1066,0,ayy carlton ghetto school now switchedatbih
1067,0,somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards hate yall
1068,0,not stand that faggot
1069,0,you fuckin yankees will there months will meet you pussy
1070,0,yeah you better play with nigger
1071,0,saw great chimpout summers ago middle aged salvadoran and his old son got wasted beaners the metlife
1072,0,only pussy niggas would not fuck with chick she has stretch marks
1073,0,looks like reg memphis trash got them everywhere
1074,0,you snipe you are fucking faggot fucking hope all you snipers get fucking raped and suffer from cancer
1075,0,new york niggas quick take off bitch public boy lol
1076,0,ariza snake and coward but least not cripple like your hero roach lmaoo
1077,0,what you want fag
1078,0,those niggers disgust they should have dealt with years ago would not having these problems now
1079,0,fight choice game faggot see what happens
1080,0,not trying follow any spooks offense
1081,0,not stand bitch ass niggas
1082,0,black cops want kill white citizens spic cops want kill anglo citizens zigeuner cops are all rapists
1083,0,the you going have kill crackers their babies new black panthers credibilityshot fergusonriot justicemikebrown
1084,0,late night phone convos with hoomie that nigga gook
1085,0,you would like that would not you fag
1086,0,see picture you smoking such man god disgraceful nig you sir are embarrassment
1087,0,jesuschrist was straight that why the faggots killed him period sonofgod
1088,0,stfu faggot clip holy fucking tittyy shit
1089,0,how many fuckin fags did even get shouldnt allowed into wallet whilst under the influence haha
1090,0,not watch you beta watch your bitch nigga
1091,0,little fucking gook who smells like shit than thinking they are the motherfuckin boss the fuck
1092,0,real life and online follow that sorry folks but just cause look like border hopper not mean one born and raised here
1093,0,you not know what your talking about retarded faggot
1094,0,never followed him ignorant monkey
1095,0,will that you agree take your ethiopian starvin looking nigger ass back africa buyfoodlittleguy
1096,0,michael sam being cut fuher proves that fags not belong football nfl heterosexual spo for heterosexuals
1097,0,dad just yelled out bout fry some chicken like nigger
1098,0,got love rednecks loud stupid stubborn and full schitt
1099,0,look now pregnant stupid bitch lol
1100,0,nahh whatever you are spook spic still not like you good day
1101,0,alright fag
1102,0,congratulations you are officially fucking retarded
1103,0,chava needs stay his lane and keep sending gyro hell you dont want with the big boys you infest ass beaner
1104,0,faggot respect
1105,0,you little bitch team got blown out the super bowl
1106,0,not all straight men frustrated unlike okcupid queer folks don have the ability block
1107,0,dryer then them bad ass eyes your fag
1108,0,hope you guys get attacked for suppoing sopa bunch diy snake faggots
1109,0,some these hood negros not deserve bail money the way they visiting jail
1110,0,ape fuck broke ass racist
1111,0,faggot
1112,0,wow are you comin back here they some bitch niggas
1113,0,playing white guilt lasted one last time whitey felt ends today ends the pennsylvania
1114,0,faggot ass bitch nigga
1115,0,but country music listeners really are hicks and alcoholics
1116,0,just said that got chill with this pretty face challenge foolishness hoes agg
1117,0,lmaoo what fag
1118,0,anything trash this black president
1119,0,literally laughing shock amazement joy just everything everything pop the chagne american queers have arrived
1120,0,drake you sit the corner and cry when you listen him lmfao pussy dick rider how drakes cock taste faggot
1121,0,one two three four how many niggers are store
1122,0,like how niggas try come and like then bitch and they dont shit pussies
1123,0,you are such retard hope you get type diabetes and die from sugar rush you fucking faggot
1124,0,ching chong
1125,0,hoe ass nigga
1126,0,this nigga over here telling dont fuck with this bitch when maybe she lying lol
1127,0,there might couple cotton pickers the spurs but they all play unselfish white man basketball
1128,0,the fox says you are cunt
1129,0,fuckin want out tired this bullshit faggot ass closet racist state cali
1130,0,typically hateful mentally ill and ugly dyke trash pig couple jennifer mccahy and melisa erwin
1131,0,coons
1132,0,faggot
1133,0,commence carpet bombing all iraq soldiers this video executed jihadis from tunis
1134,0,just like nig come home when ever they want
1135,0,dyke bitches kill thinkin they really got hoes lol
1136,0,gayer then faggots bed together
1137,0,sion faggot very meh ganks and his ganks are still pretty meh just tank nothing special imo mao
1138,0,beyonc trash
1139,0,your what wrong with the white race you fuckin coon slaying piece poop please die alone
1140,0,yer gon continue contrarian bitch die then have time for such trifling
1141,0,ion care fuck that hoe
1142,0,shut your mouth was talkin about the morning you fag
1143,0,lebron your still bitch you suck nigger hope you die
1144,0,the chinks really hunting their food dog shot with arrow
1145,0,damn they got wifey fall back nigga not share hoes
1146,0,you are fucking gay blacklisted hoe holding out for tehgodclan anyway
1147,0,what black and yellow and not going win this year wrong the answer tiger woods
1148,0,welcome the movement anyone who gets even minor publicity queer fed jew well according the internet
1149,0,sheeple just like those racist sexist teabaggers who just elected these two old white men
1150,0,sonnen faggot
1151,0,vinitahegwood can get job the naacp the hear they like diversity and tolerance long you not cracker tcot
1152,0,america white trash and are all americans
1153,0,everyone tells the exact same thing but not listen coon
1154,0,alsarabsss hes beaner smh you can tell hes mexican
1155,0,who she hype that bread loaf chick but chill dyke rapper
1156,0,nah dude mostly just sound like faggot
1157,0,redneck the white house moccasin creek
1158,0,most common white people activities wearing tapout shooting schools calling you nigger xbox
1159,0,paial faggot homo both fairly describes the same sick twisted assholes out there
1160,0,when kennies angry talks like ghetto black man and really not even think notices hahahahahahaha laughing
1161,0,happy columbus day even billmaher likes cocaine and columbus what the fuck wrong with you liberals fuckin moron retards
1162,0,they want what got want what they got got the word nigger want
1163,0,faggot
1164,0,lmao nigga shoulda said would balless dat cold bitch wont stop blowin meswaagg
1165,0,jackies retard blondeproblems least can make grilled cheese
1166,0,faggot knew you were not really friend
1167,0,people who grow their own vegetables are nothing but common peasant trash
1168,0,think this nigga retarded
1169,0,stfu boris fagjo cause faggot makes sense now right bran prolly real nuuring lol
1170,0,nicca say ballin ask where his title his deeds not wher his clothes his keys
1171,0,hate all these industry fags hope they all get the nigerian summer flu
1172,0,like chinese buffets but hate all the chinks
1173,0,learn how type hillbilly
1174,0,wake you stoopid dyke
1175,0,lmaooo friday after next you like that son fag
1176,0,what this chinks email moving china and slicing his throat
1177,0,hate that faggot corny
1178,0,faggot
1179,0,town movie with friends stabbed nig times and got sent prison justice
1180,0,fucking gay faggot look that gay ass pink shi haha
1181,0,good morning lightskin dyke bitches with steven segal ponytails
1182,0,hate you niccas lol
1183,0,rino trash like see conservatives the democrat pay see blacks their slave propey tcot
1184,0,bitch was talking stfu and get off page bitch nigga bout that life
1185,0,your dad genuine happy guy because his kids are not niggers though jimmy nigga eva
1186,0,you like you needs you breaking dick
1187,0,not shit like fucking another nigga bitch and askin her who pussy this and she say yours lmao bitch stealing this pussy lol
1188,0,back nigeria faggot
1189,0,someone shut this beaner please
1190,0,elizabeth hoe
1191,0,well fag anyways
1192,0,coons uncle toms
1193,0,kip tokuda yellow guy working niggerize the seattle died too bad there another pos hiding the wings replace him
1194,0,fuck you faggot grow gon old ass man still playing video games
1195,0,that was gay and was tanning bitch juvie made white
1196,0,not take coons nowhere mean nowhere
1197,0,get fucked you racist inbred hillbilly fuck
1198,0,lmaooo she tranny she can open jar pickles herself
1199,0,guys are fags
1200,0,hey folk this nigger loving jew boy asked was making death threats against his goat fucking people fuck him
1201,0,don little faggot
1202,0,favorite nigger work the plantation just remember next time ask for the watermelon dont steal
1203,0,hoes going church this morning like was not busting wide open for niggas about hours ago
1204,0,lmaoo that legal tackle faggot seriously
1205,0,this nigga know damn well you coon
1206,0,nope not all but stuck house full fucking niggers help escape
1207,0,she ugly who that hoe
1208,0,she got every niggah lookin like dam
1209,0,hate the white trash cops who raped and murdered infant daughters and son
1210,0,fuck you niggah you gay lol
1211,0,glad about your uncle another stupid faggot off the world hopefully you next
1212,0,they said some bullshit damn niggers
1213,0,feel like tim ross nigger
1214,0,would hate feeling like faggot too punk ass hoe
1215,0,you old bitter salty ass niccas make flesh crawl off bones such bitches you are dontarguejustacceptit
1216,0,racial minorities were not criminally inclined they would not have much worry about act your color race traitor
1217,0,senator anchor baby back from where you came natural born canadian
1218,0,know all the slang racist porch monkies
1219,0,getting hit off cunt thats about foot sideways and cunt that was the army lol dini care yous are fuckin laughable
1220,0,knows white folk only playin wit colored and knows place
1221,0,hate dumb bitches
1222,0,alright fag what about this
1223,0,because she nigger
1224,0,you think all the rice fags are mcdonald
1225,0,the midwest the white trash
1226,0,seem like colored folk gettin way lately just sayin
1227,0,love all people for who they are but there this one fag that goes school that can catch ninja star the face asap
1228,0,hey look that video the man that found the kidnapped girls ohio what nigger shitmybosssays
1229,0,many bitches one sentence fixitjesus
1230,0,what else you expect from that nigger lover
1231,0,the future gay culture will considered cool america teens and instead wiggers there will straggots
1232,0,you hoe you crying because ass pregnant was all smiles while you was riding that dick bitch
1233,0,obama faves muslims black ghetto trash via
1234,0,sick your coon antics accuracy henny water
1235,0,this joke right you are here like ugh wish was jap and tweeting gook and shit and jerkin hentai
1236,0,virginia full white trash
1237,0,hes lying faggot used inspect element change the number dollars his account
1238,0,fuck you fag
1239,0,who else hated this bitch nigga
1240,0,gay ass fags
1241,0,fuck ass redskin corners
1242,0,just learned how many retards you can find when you search trending topics
1243,0,that should read suck bacon encrusted middle finger muslim twats
1244,0,was nice you unfollow fag
1245,0,got except eric holder gave them the beaners kill americans guess race blind
1246,0,gave her that move lil nigger push smh
1247,0,what straight guys take picture themselves naked hot fags
1248,0,goldbar dumb bitch and dad would not pick you does not like faggots like you
1249,0,you are fucking queer
1250,0,robes fuckin fag smack the shit outta him
1251,0,jennifer lawrence nudes sooooo trash still smashin though doubt
1252,0,hire colored folk only work half day and throw mail sewer not done
1253,0,and the only band that sucked worse live those fags guns poses
1254,0,you ever just see someone account and think wow what faggot but the same time you not unfollow not
1255,0,niggers
1256,0,realest tweet seen today dyke bitches are rehab for once healed back the dick
1257,0,muslims have military honour whatsoever are sub human savages that slaughter unarmed men women children
1258,0,none business nigga you get that living with you lol and stealing one them bitches and
1259,0,look this nigger ass nigger shit right here
1260,0,dont end monkeys then hate because were better than crackers love deep down know weve done nothin
1261,0,you got niggas got bitches but want you
1262,0,happens again black pack beats whitey this should make national news
1263,0,fucking hate coon ahh uncle
1264,0,can somethin good but always gon wetback coo
1265,0,every gook losangeles should depoed killed
1266,0,these are only whites pies well you have any negro pies
1267,0,fuck niggas gon not mfka thing bitch ass wack ass nigga some fake ass people
1268,0,want affection but also want left alone you see the issue here fag
1269,0,you are trash
1270,0,dont want your hea broken then dont check for nigga who enteains hoes
1271,0,many hoes whipped you would have thought were still slavery
1272,0,all can pull the fucking retard
1273,0,some negro amigo pulled gun nate and few weeks ago was stoked
1274,0,see lame that pic ofmine due your infatuation with niggers hebrew fite the children satan the streets
1275,0,hate when people tell have many tattoos and they make look ugly like bitch fuck you
1276,0,swear these anon fags protests just take pictures post twitter look was there like
1277,0,uhhh you have been judged happens whitepower will hang you nigger
1278,0,niggas probably watching like look this uncle tom ass rasta
1279,0,enraged mike brown lethal weapon hatred the police whitey added fuel his arsenal
1280,0,evil hate whitey racist who thinks delbe belton deserved
1281,0,lem find out you niggaz letting bitches shit faces niggas weirdos
1282,0,good mernin faggots
1283,0,seattle mayoral election this year choice between bunch women and lovers
1284,0,azmonsoon lot rain too bad was not enough wash away the teabagger racist white trash the state tcot teapay azflooding
1285,0,bitch shut the fuck goddam your slut bitch whore nigga
1286,0,lmfaoooo hate black people this why there black people and niggers
1287,0,funniest comment ever received was niggers gon nig shrugs lmao racist muthafucka caught off guard
1288,0,this week rfn segment the can discuss idaho being faggot marriage state just like washington
1289,0,true sand niggers bum brits claim atg hall fame legend smh
1290,0,color entire arm black with sharpie and fist wife asshole just she knows what nigger dick feels like
1291,0,the reason shelby hates sandwiches because queer
1292,0,jason admitted you are stuck bitch lol which you are think you are much better than everycunt naaaaa
1293,0,get left hot car and die bitch
1294,0,not follow you because everything about your company white trash
1295,0,white men pick trucks screaming nigger and coach got the nerve get mad missed the free throw
1296,0,cracker jack shut the fuck
1297,0,wassup wit all these fucc niccas
1298,0,fags
1299,0,seeing more more niggers migrating fuher libey smh
1300,0,who dis crack ass cracker
1301,0,you are faggot you are texas fan
1302,0,black people like disgust laughing someone who died dumb monkey ass niggas like you need locked just for stupidity
1303,0,jameis winston nigger
1304,0,gay fags
1305,0,when you live this gay you not afraid two black dicks your butt you fucking queer
1306,0,faggot teammate hits someone late like that and say yapping and yelling guys def the room
1307,0,you other niggas call bitch fight bitch naw not whomp that trick she can feel where coming from
1308,0,you are all faggot fuckheads
1309,0,not fag gtfo
1310,0,remember his nephew lucas crying and dan saying quit being such pussy and grow pair something dans funny
1311,0,that bitch done have sunday nigga
1312,0,this time night dark skin niggas really turn into lightskin niggas swear seen darkie try buying starbucks mins ago but they closed
1313,0,cussed out fat redneck the last day yolo
1314,0,she spelled faggots with you are cool lol
1315,0,true need sleep make them gainz bruh all the hoes stay mirin alright later
1316,0,that dumb black bitch that was getting the cards for the picture made fucking mad she ruined day
1317,0,only americans would hire white trash with ties international terrorism police officers
1318,0,knew you were faggot though
1319,0,the way this niggah just flinched this movie was priceless
1320,0,just upset they got faggots this show
1321,0,chill pussy gay
1322,0,you some type special faggot you bring chocolate swishers smoke session
1323,0,gabby bitch and has two accounts
1324,0,not fuck any bitch niggas dese dicks out here
1325,0,whatever hoe bitch them fags beat yall sad asses too
1326,0,let kill cracker babies wtf did just hear wow
1327,0,faggot sack
1328,0,coons and monkeys like you disgust you minstrel show negro crying about shit all the time you are disgrace everywhere
1329,0,you claim macklemore your favorite rapper also assuming you watch the wnba your free time faggot
1330,0,nigger
1331,0,would rather fuck fat chick than allow nigger into house
1332,0,you are white are not you rolls eyes rip nigga trayvon wohless spear chucker
1333,0,why the trashiest really ghetto girls always get the most likes and comments insta boys and down their pictures
1334,0,happy bihday nicca coon shit responsible way
1335,0,that hoe some other shit bro and better that nigga high
1336,0,washing coon hair
1337,0,miley cyrus pussy probably taste like wet dog she has negative ass and the bitch looks like justin bieber she ove
1338,0,truth only faggot would turn down hairy pussy
1339,0,scandal negro bed wench and propaganda via must see for hebrew daughters zion
1340,0,how you real not put money you nigga books but chu buy bitch chanel just hit the puss
1341,0,better nig lol but anything ill flip the something tryna get some more cash
1342,0,why are some people such faggots like were you born that way are you just that big douche bag
1343,0,you real life faggot you ever fight another man because fucked your girl you just got take that like man and move
1344,0,this niggah know wassup
1345,0,movies not matter long you coon shit with coons you are nigga
1346,0,ray the perfect exle what happens when you give lame nigga some pussy
1347,0,surprised you could read with slits for eyes
1348,0,only word can understand blackjesus nigger heavily disappointed this show aaronmacgruder stuff blows imo
1349,0,fags
1350,0,curse avi for coke because fag and has not put yet
1351,0,your gay stfu dumb monkey
1352,0,jai may make appearance the pay love that fag
1353,0,your retarded
1354,0,did this bitch just say wut think believe just described urself dumbass
1355,0,westvirginia full white trash
1356,0,ugly dyke
1357,0,you not have any kids what are you one them queers
1358,0,faggot and not like him the other side the state
1359,0,man swear today like nation hit tony while driving day this chink almost smashed into
1360,0,not bend that way queer thanks for the offer flattering
1361,0,not hate the japs but aint forgetting gettin japped either
1362,0,peace fags just remember best lux suppo drop lustboy pick and kakao tsm
1363,0,nice way callin honkies
1364,0,kill the coons
1365,0,bitch dont want your ugly ass gtfo peyton manning lookin ass
1366,0,you could you hook the plant city faggots
1367,0,dutch farmers are white trash
1368,0,milesthompson goauche wetback
1369,0,this niggah pharrell whatever this niggah name not deserve shit for that white ass gay song
1370,0,poor whitey
1371,0,well maryland just bunch hateful rednecks anyway
